,Emotion,Phase,sentiment
6967,shame,Not doing well in the examn.,0.0
6968,guilt,Not finishing homework in time.,0.0
6969,joy,"Did well in an examn just before my father's birthday: the best  
present I can give to my father.",0.5
6970,fear,"I asked someone to bring some present to my father and found out  
that he is not a reliable person. I was afraid if my father would  
not get the presents he would be angry with me.",-0.3666666666666667
6971,anger,"Some classmates said I did not do enough social work. Therefore I  
was not elected as a ""Tree Good"" student.",0.24444444444444444
6972,sadness,"My father won't be so pleased with me as if I was elected ""Three  
Good"".",0.6
6973,disgust,My roommate's lack of consideration of me.,0.0
6974,shame,"My sister said I am not a stable person, and I think she is  
right.",0.2857142857142857
6975,guilt,"My sister forgot to bring presents for my birthday, I was rude to  
her.",-0.3
6976,joy,Had a nice letter from my close friend.,0.6
6977,fear,Staying alone in the biology building after the dark.,-0.15
6978,anger,Being insulted by my roommate (she is in the English Class).,0.0
6979,sadness,Not being able to do well to be chosen for the English lecture.,0.25
6980,disgust,My roommate boasting about her English lectures.,0.0
6981,shame,"When the class leader read out the names of those chosen for the  
English lecture and I was not on the list.",0.0
6982,guilt,"Some boys told me your nickname is ""Little Girl Doctor"", I did  
not tell them off and laughed with them.",0.25625
6983,joy,Relatives visiting me.,0.0
6984,fear,"Finding out the great difference between China and the West in  
science.",0.8
6985,disgust,Saw my unfair report.,-0.5
6986,disgust,Lecturers being unfair to me in reports.,-0.5
6987,anger,"Finding out that some students are getting good reports they do  
not deserve.",0.7
6988,anger,People impolite with me because I did not get a good report.,0.7
6989,anger,I kicked the chair in the classroom to express my anger.,-0.7
6990,joy,Finding out I was chosen for the English lectures.,0.0
6991,fear,"My roommate refused to walk with me to the English lectures. I  
have to walk alone in the dark. Lectures are in the biology  
building.",-0.075
6992,anger,My roommate being unconsiderate.,0.0
6993,shame,My best friend was not chosen for the English lectures.,0.5
6994,shame,"Someone told me I was chosen for the English lectures because I  
am good looking.",0.35
6995,shame,Not doing well in the examn.,0.0
6996,fear,"Some boys talking about nicknames of the lecturers, and I was too  
afraid of them to stop them.",-0.6
6997,joy,Found out my wife is pregnant.,0.3333333333333333
6998,joy,My boat running into another boat.,0.0
6999,anger,Punished by a leader.,0.0
7000,sadness,My teacher's death.,0.0
7001,disgust,Saw a mate bribing the leader.,0.0
7002,shame,Insulted by a woman in public.,0.0
7003,disgust,Fight with my mate after a quarrel.,0.0
7004,joy,Receiving a nice present from my parents.,0.3
7005,anger,Finding out that I made a stupid mistake in the examn.,-0.7999999999999999
7006,anger,"Finding out about some girls who have been nice to the class  
leader in order to go to the neuropsychology lectures (English  
ones).",0.3
7007,shame,Finding out I am not chosen for the English lectures.,0.0
7008,sadness,"Some students whose English is worse than mine can go to your  
lectures (English lectures).",-0.13333333333333333
7009,shame,Insulted by classmate in public.,0.0
7010,shame,Not handing in homeworks in time.,0.0
7011,joy,Article published.,0.0
7012,fear,Walking in the dark and thinking about ghost stories.,-0.15
7013,shame,Had an insulting letter from my father.,-1.0
7014,sadness,Being misunderstood by friends.,0.0
7015,disgust,Saw someone acting in a false manner in public.,-0.13333333333333336
7016,shame,Failed in a piblic argument.,-0.5
7017,guilt,Promised to do something for other people and did not do it.,-0.125
7018,joy,"Finding out I am chosen to collect norms for Chinese aphasia (I  
will contribute to China's catching up with the West in  
neuropsychology).",0.3
7019,fear,"Finding out in your lecture that a doctor can make misdiagnoses  
because of ignorance in neuropsychology.",0.0
7020,anger,Someone talking about me at my back.,0.0
7021,sadness,"Found out that my grandmother might have been misdiagnosed as a  
psychiatric patient because the doctor did not know about  
neurologism.",0.0
7022,disgust,Some students deliberately disobey me as a class leader.,0.0
7023,shame,Finding out that China is backward in science.,0.0
7024,guilt,"Some students have been calling lecturers nicknames and I was not  
able to find out who they were to stop them.",-0.25
7025,joy,Going to a concert.,0.0
7026,fear,Finding out that a boy I do not like is in love with me.,0.5
7027,anger,Being told that I have not got a personality.,0.0
7028,sadness,"Power cut made me unable to listen to the songs sung by my  
favourite pop star.",-0.5
7029,disgust,Someone acting stupid in public.,-0.26666666666666666
7030,shame,Not being able to answer question in a seminar.,0.5
7031,guilt,Said something I should not have said in public.,0.0
7032,joy,Talking to my close friend.,0.0
7033,fear,Hearing a strange noise in the biology building.,-0.05
7034,anger,Insulted by other people in the shop.,-0.125
7035,sadness,My good friend misunderstood me.,0.7
7036,disgust,Being looked at by someone I do not like.,0.0
7037,shame,"I am chosen for the English lectures instead of my good friend  
and people told me that girls are more likely to be chosen.",0.3
7038,guilt,"I was not able to explain well to my good friend to make him less  
angry.",-0.05416666666666667
7039,joy,Finding out that the person I love understands me.,0.5
7040,fear,Watching a horror film.,0.0
7041,anger,Being mistreated by other people.,-0.125
7042,sadness,Deceived by other people and ran into trouble.,-0.1625
7043,disgust,Saw a selfish person doing a selfish thing.,-0.5
7044,shame,Not doing well in the examn.,0.0
7045,guilt,Finding out that I have misunderstood other people.,-0.125
7046,joy,Hear my name on the list attending the English lectures.,0.0
7047,fear,"Staying alone in the room after midnight and reading horror  
stories.",0.0
7048,anger,Being told that I am a stupid person.,-0.7999999999999999
7049,sadness,My parents failed to visit me as they promised.,-0.5
7050,disgust,Some people not cueing in the dining hall.,0.0
7051,shame,"Saw on TV China not winning more gold medals in the Asian  
Olympics.",0.08333333333333333
7052,guilt,Not handing in homework in time.,0.0
7053,joy,Having a good trip on a boat with good friends.,0.7
7054,fear,Saw a classmate knocked down by a motorcycle.,-0.15555555555555559
7055,anger,"Being sexually assulted on a bus and noone helped (people only  
laughed).",0.39999999999999997
7056,sadness,"Being sexually assulted and told my friends about it (we cried  
together).",0.5
7057,disgust,"Heard someone boasting his fortune telling and I knew he was  
lying.",0.0
7058,shame,Being criticized by teacher in public.,0.0
7059,guilt,Shouting at my parents because I was angry about something else.,-0.5
7060,joy,Going to see a good film with my best friend.,0.85
7061,fear,"Suddenly found out that I was the lasr one to leave the anatomy  
room.",0.0
7062,anger,"Some boys deliberately played tricks on me in the experiments.
",0.0
7063,sadness,"Iqam chosen for your lecture and my best friend is not. Now he is  
angry with me and I cannot help him.",0.25
7064,disgust,Listening to my roommate boasting about her new clothes.,0.13636363636363635
7065,shame,China not winning more gold medals in the Asian Olympics.,0.08333333333333333
7066,guilt,Not being able to help my friend to study English.,0.25
7067,joy,Being elected as class leader.,0.0
7068,fear,Walking in the dark I saw something strange.,-0.1
7069,anger,"Your prejudice against psychology students and education students  
(not allowing us to go to the medical university lectures).",0.0
7070,sadness,A friend's brother died.,0.0
7071,disgust,A wurm dropped on my head.,0.0
7072,shame,Not doing well in an examn which was easy.,0.43333333333333335
7073,guilt,Wrongly accused a classmate.,-0.5
7074,joy,Getting into this university to do medicine.,0.0
7075,fear,First time in anatomy.,0.25
7076,anger,Being insulted in public for the wrong reason.,-0.25
7077,sadness,"Not being chosen for the English lectures (my girl-friend  
chosen).",0.0
7078,disgust,My roommate messing up our room.,0.0
7079,shame,Not doing well in examns which I should do well (English examns).,0.0
7080,guilt,"Heard that my girl-friend was chosen for the English lectures and  
I was not. I lost my temper and she is very upset now.",0.1
7081,joy,Success in university entrance examination.,0.3
7082,fear,I helped someone to do something and was found out.,0.0
7083,anger,Misunderstood by friends.,0.0
7084,sadness,My mother was ill and my father was not at home.,-0.5
7085,disgust,"My roommate being nice to a party leader in order to get into the  
party.",0.6
7086,shame,China not doing well in the Asian Olympic games.,0.0
7087,guilt,Not collecting letters for my friend al I promised.,0.0
7088,joy,Doing well in an examn.,0.0
7089,fear,Before the examn.,0.0
7090,anger,"Some foreign students playing loud music before the biology  
examn.",-0.012499999999999997
7091,sadness,Finding out that the girl I like does not like me.,0.0
7092,disgust,"Saw two Canadian students boasting about how rich they are in  
Canada.",0.375
7093,shame,"Finding out that China does not have enough foreign currency to  
buy books.",-0.0625
7094,guilt,"Calling lecturers nicknames when talking to housemen (They told  
ne you are even younger than they are so you should not be giving  
public lectures).",0.0
7095,joy,Had a letter from my father (usually he does not write to me).,-0.25
7096,fear,Being alone in the room at night.,0.0
7097,anger,Quarreling with classmates.,0.0
7098,sadness,My father told me in the letter that my mother is ill.,-0.5
7099,disgust,My roommate talking and shaking her bed at night.,0.0
7100,shame,Finding out that I was deceived by my friend.,0.0
7101,guilt,A friend came to visit me and I was not there.,0.0
7102,joy,Finding out my name on the list for English lectures.,0.0
7103,fear,Walking out from the biology building.,0.0
7104,anger,"Someone told me that I was chosen for English lectures because  
the class leader is going out with me (not true).",-0.0875
7105,sadness,My sister bkoke her leg.,0.0
7106,disgust,Some boys boasting about their ability to tell dirty jokes.,-0.6
7107,shame,Finding out China is backward in science.,0.0
7108,guilt,"When some housemen told me a young girl like you should not be  
allowed to lecture to consultants, I was too shy to argue against  
them.",-0.2
7109,joy,Made a wonderful driend who understands me.,1.0
7110,fear,Being chased in the dark by someone I did not know.,-0.15
7111,anger,My best friend betrayed me and told other people my secrets.,0.4375
7112,sadness,Disappointed by a friend.,-0.75
7113,disgust,"Finding out some people had been talking about me at my back.
",0.0
7114,shame,Being sexually assulted in public.,0.25
7115,guilt,I did not reply to my friend's letter in time. ,0.0
7116,joy,Watching China winning the Asian Olympic games.,0.25
7117,fear,Suddenly met someone in the biology building at night.,0.0
7118,anger,Being insulted by my roommate.,0.0
7119,guilt,Not getting an airplane ticket fot my mother.,0.0
7120,joy,Talking with a nice girl.,0.6
7121,fear,Talking about snakes.,0.0
7122,anger,People not resprcting my opinion.,0.0
7123,sadness,Lost my girl-friend.,0.0
7124,disgust,Talking to someone I disliked.,-0.2
7125,shame,Criticized by a teacher in public.,0.0
7126,guilt,Not being able to help my friend.,0.5
7127,joy,Getting a letter from a friend who did not write for a long time.,-0.05
7128,fear,Staying in a relative's house which was broken in before.,-0.2
7129,anger,Being insulted on a bus.,0.0
7130,sadness,Insulted by my mother.,0.0
7131,disgust,A relative not acting on her promise.,0.0
7132,shame,First time going out with a boy and other people laughed at us.,0.27499999999999997
7133,guilt,"A friend wanted to give me a surprise into my room and I thought  
she was stealing from the room.",0.0
7134,joy,Being asked to go out by someone I care. ,0.0
7135,fear,Before an important examn.,0.4
7136,anger,"My parents do not like my friend and told me to stay away from  
him.",0.0
7137,sadness,My friend not allowed to go to the English lectures.,0.0
7138,disgust,Postgraduate students talking about girls stupid.,-0.7999999999999999
7139,shame,Ctiticized by teachers in public.,0.0
7140,guilt,"My friend did not do well in the examn because I did not help  
him.",0.0
7141,joy,"I went on a picnic to the country side park.  The beautiful  
scenary made me feel relaxed and every worry disappeared , thus  
the picnic was worthwhile.",0.675
7142,fear,"I am afraid of my academic results as I will face several  
problems.  I am scared of my limitations and the unlimited  
problems and I do not know how to cope with them.",-0.19999999999999998
7143,anger,"I quarrelled with my brothers (twins) at home on saturday.  One  
of them studies in a private school and the other one is  
repeating his form five.  They do not know what they are doing.   
They follow every word of their teachers, books and systems.   
They always try to rationalize their bad acts by some game and  
they are satisfied with their awkward life.  I have tried to  
persuade them very often but have failed.  This time I had a  
fight as they have no voluntary spirit (they did not polish the  
floor).",-0.20312499999999997
7144,sadness,"I have been thinking of changing my major for a few months.  My  
original major was Chinese language and it blocks my way.  I have  
to face many problems at the sametime and I do not know what is  
real and virtuous.  I do not know if I am not interested in  
Chinese or if there are other factors which make me sad.  I am  
not very clear on what I can do for the study of Communication  
and Journalism.  I am not clear about what I can do.  What are  
the limitations ?   I hesitate but I feel more adjusted now.",0.04725274725274725
7145,disgust,"I had been forced to get together with strange and disgusting  
classmates.  The things they talked about disgusted me and made  
me feel ill at ease.  I knew that I would feel unhappy if I  
stayed there but I was defeated by the social norms.",-0.48809523809523814
7146,shame,"I had obviously done the work badly but my class-mates of the  
student's association did not blame me, they helped me do the  
work.",-0.3499999999999999
7147,guilt,"I had not done my assignment seriously.  I only pretended to  
finish the work as the work did not have any meaning for me.  The  
whole thing made me feel guilty.",-0.09999999999999999
7148,joy,"I preached to a F.3 students in a gospel camp.  They thus knew  
more about God and made up their minds to believe in Jesus.",0.5
7149,fear,"When the doctor told me that there was something wrong with my  
eye and I had to undergo an operation.",-0.5
7150,anger,"I had left a student newspaper of the Chinese university on the  
table of the library.  It had disappeared when I came back.",0.0
7151,sadness,"One of my class-mates had a disease unexpectedly, he had been in  
a coma for six days in a hospital before he died.",0.0
7152,disgust,"Someone, who was sitting very close to me, was smoknig in the  
compartment of an air conditioned mini-bus.",0.2
7153,shame,"In the compartment of a public transport railway, I did not give  
my seat to an old man who was standing near me.  It was another  
teenager who did so.",0.06666666666666667
7154,guilt,"One saturday night I did some meaningless work and went to bed  
very late.  Next morning I had was very sleepy so I continued  
sleeping even though I had work to do and I missed the Sunday  
service.",-0.1725
7155,joy,When I attended the concert of a pop singer.,0.0
7156,fear,I was afraid that I would fail an examination.,-0.55
7157,anger,"I had too much homework and examinations and I did not know how  
to organize my work.",0.2
7158,sadness,When I forgot the lyrics during a song contest.,0.0
7159,disgust,Because of the examination I had to study night and day.,0.0
7160,shame,I did badly in the mid term examination.,-0.3499999999999999
7161,guilt,The results of the mid term examinations were very poor.,-0.26
7162,joy,When I had a good result in the certificate examination.,0.7
7163,fear,When I was walking along a road alone on my way to go shopping.,0.0
7164,anger,"In the student's union there was someone who took the photocopies  
of two large volumes.  I asked him to let me take a few, he refused  
it for an acceptable reason. ",0.007142857142857131
7165,sadness,When another person's mother died.,0.0
7166,disgust,I greeted a friend and he did not respond.,0.0
7167,shame,"In an examination ,which other students found easy I could hardly  
think and did not know what to answer.",0.005555555555555554
7168,guilt,"I cut a friend's hair in anger, without any consideration.",-0.7
7169,joy,Yesterday my friend gave me a gift and had dinner with me.,0.0
7170,fear,"Once while walking along a hill; I fell down out of carelessness  
and I broke my left arm.",-0.07777777777777779
7171,anger,"Last week, my organization summoned an executive meeting and one  
of the executive member's pointed out a loop hole in the  
committee's administration.  He could not suggest any  
improvements, so I quarrelled with him.",0.0
7172,sadness,The death of my father.,0.0
7173,disgust,"I was sitting in the bus and a man with a very unpleasant  
smell came and sat next to me, to top it all he smoked  
continously.",-0.11499999999999995
7174,shame,"When I was in the canteen of the United college I mistook a  
stranger for a classmate as I was not wearing my glasses.  I  
realized that I had made this mistake when I saw him again  
carefully.",-0.1
7175,guilt,"I got up late and I could not go to my lessons on time.  When I  
entered the class room the stare of the teacher and my classmates  
made me feel guilty.",-0.4
7176,joy,When my application for studying the masters degree was accepted. ,0.0
7177,fear,"Once at midnight, I was working alone at office and the phone  
suddenly rang.",0.0
7178,anger,"When I was concentrating on my work, my friend disturbed me  
continously.  I asked him to stop but in vain.",0.0
7179,sadness,"I had asked the teacher to write a recommendation letter for me,  
but I had not provided enough information and had run short of  
time.",0.0
7180,disgust,"When I was talking to a person who is a hypocrite, I felt  
disgusted at his reaction.",-1.0
7181,shame,My companion admired me when I did some work voluntarily.,0.0
7182,guilt,My wrong behaviour made my loved one feel sad and uneasy.,-0.10000000000000002
7183,joy,"When I first heard ""I like you !"" from my boyfriend.",0.3125
7184,fear,"When I received the higher level exam results, I mistook the  
grade E in mathematics for a grade F and I was shocked.",-0.22499999999999998
7185,anger,"I had planned to study for my mid-term exams on a certain day and   
my room-mate called me to ask me to go out for a stroll.  I tried  
to make an excuse so as not to go out but she refused to listen  
to me and insisted that I go out with her.  I find it unnecessary   
to talk to her anymore. 
",-0.07857142857142858
7186,sadness,Due to some reasons my boyfriend and I decided to separate.,-0.125
7187,disgust,"Once when I had started to write a paper, there was a phone  
call for me.  I had to go downstairs to receive it and after the  
conversation I discovered that all the information had  
disappeared from my mind.",0.0
7188,shame,"When the teacher asked me a question, I did not know the answer  
and I just stood still for about a few minutes without saying a  
word.",-0.2
7189,guilt,"Once when I was in the cell group (religious activity) I found  
that almost everyone in the group read the bible daily and I felt  
guilty in my heart.",-0.16666666666666666
7190,joy,"When I read the newspaper that morning I found my candidature  
number on the admission list of the Chinese university.  I was  
satisfied and happy and the cumulative anxiety disappeared.  I  
only wanted to cry out that I had succeeded.",0.325
7191,fear,"Tutorial again !  A fearful feeling came to me when I sat on the  
chair and looked at my fellow students all around.  I was really  
scared that they would ask me some questions or challenge the  
ideas that I had presented.",-0.35
7192,anger,"The trick was really intolerable.  They hid it, and I was worried  
and restless all day.  When I saw them I really wanted to slap  
each one of them.",0.2
7193,sadness,"A and I were walking along the new Asia stairway to the Chung Chi  
college for our lecture and I saw him with her.  He put one arm  
around her shoulder and laugher brightly and joyfully.  I did not  
dare and did not want to look, just walked by them quickly.  The  
interest of talking to A disappeared and I just wanted to remain  
silent.  But I did not want A to know and so I left him and went  
to F.  I should have expected this to happen.",0.17828282828282827
7194,disgust,"Knowing that I had to do the survey with him I felt very  
reluctant.  Although I do not know him I feel disgusted by just  
looking at him.  Thinking that the project lasted several days I  
regreted having joined that project.",-0.26666666666666666
7195,shame,"During the lesson the teacher called me and asked me if I had  
reported that I was late.  I pretended that I had but looking at  
her eyes I knew that she knew that I was lying.  I thought that  
it was really bad luck that she had examined the list of the  
students who were late.",-0.4333333333333333
7196,guilt,"That evening when I opened the songbook while I was singing the  
song ""Those were the days"" that guilt feeling became stronger.   
The lyrics described well - I was really wrong.  The wish that I  
had made was really bad. If she were with me I would really be  
happy and we would play happily together like the days in  
secondary school and she would not be disappointed and gloomy  
because of me.",-0.10833333333333328
7197,joy,"When I learnt that I could do further studies at the Chinese  
university.",0.0
7198,fear,"My best frieend left school recently.  The next day the weather  
turned bad suddenly and the male class-mates turned off the  
lights.  I remained on the table and was scared.",0.04285714285714288
7199,anger,I was scolded by my mother for no reason.,0.0
7200,sadness,When I learnt that I had been betrayed by my friend.,0.0
7201,disgust,"When I dined with my new friends, one of them kept reminding us  
that he was superior.",0.41818181818181815
7202,shame,"While dining with some accquaintances I was asked something  
which I should have known but I did not know.",0.0
7203,guilt,"My friend came to the concert for my sake as it was me who had  
organized it and the concert was unsuccessful.",0.0
7204,joy,I was accepted by the Chinese university.,0.0
7205,fear,"Waiting for the results of the High level examination.  I was  
afraid of not being accepted.",-0.21999999999999997
7206,anger,"I had a date with a friend to see a movie and my friend was late.  
 I waited for a long hour and was very angry.",-0.3333333333333333
7207,sadness,The quarrel between my  parents.,0.0
7208,disgust,"During the Chinese lessons a student often showed off. Moreover  
he misbehaved and dressed very badly.  So disgusting !",-0.5
7209,shame,"I saw a bag on the street and just then a stranger passed by.  I  
picked up the bag immediately and gave it to the stranger as I  
thought that it belonged to him.  But it was not his bag and I  
felt ashamed.",0.0
7210,guilt,I refused to lend my homework to a friend.,0.0
7211,fear,"Once, before I had learnt to swim, I stepped on a slippery slope  
where there was a lot of moss and I slipped into the water.  The  
water was very deep and I could not stand on my feet.  I sank  
and had to use a lot of energy.",0.0
7212,disgust,"One day when I was sitting in a not very crowded bus, a middle   
aged woman was standing beside me.  The person sitting next to me  
got up to get off and this woman pushed me and occupied the seat.  
 Then she took off her shoes and put her feet on the seat.",-0.05
7213,fear,When I saw a horrible movie - Alien.,-0.625
7214,sadness,"In 1983, my results at the university entrance exam were very  
poor - far from what I had expected.   I thought that I would not  
be accepted at the university.",-0.17333333333333334
7215,disgust,"I am disgusted by people who spoil their identity because of  
misbehaviour.  This morning when I was in a crowded bus, I found  
a seat on which a university student was sitting on one side and  
he had put his bag and files next to him.  There was very little  
space left and I sat down while he kept on reading.  Even when I  
leaned on him he did not put his bag away.  He did not respond and  
I felt very angry.",-0.34155092592592595
7216,shame,"During a lecture six students (including me) were asked to leave  
the class as we had not prepared for the lesson.  I felt ashamed  
and angry.",-0.5
7217,guilt,"One evening I went fishing with some friends but we could not  
fish as a fisherman had already put his net there.  We pulled  
out the net to find only crabs in it so we threw the net away.   
The net was large and may have cost $1000.  The fisherman used  
the net to earn a living and we had had thrown it.",0.030612244897959183
7218,joy,"I had a very close friend who went to Canada after her F.B, his   
departure was unavoidable.  When he came back during the Summer  
holidays I was very happy as nothing had changed between us.",0.39999999999999997
7219,fear,"The day before the university results came out I was both excited  
and scared.  If I failed I did not know what I would do as I did  
not want to work, my family was ambivalent.",-0.0625
7220,anger,"Before the certificate examination I was very poor in Biology  
(the worst result in my class).  Ever since F.5 it had been  
getting poorer and poorer.  I had tried my best and had spent  
most of my time studying this subject.  Finally my results were  
so bad that I thought that it was just not fair.",-0.1485185185185185
7221,sadness,"My cat died from an illness.  It had been with us for 7 years.   
It was a lovely cat.  It had been ill for one or two weeks and  
the veterinary surgeon had told us that it was dying.",0.0
7222,disgust,"In secondary school I had a class-mate who talked too much.    
Once we went to the cinema after school and she sat next to me and  
commented the movie throughout  - very disgusting.",-0.275
7223,shame,"Our teacher had invited us to lunch and once at the canteen we  
started introducing ourselves.  Two of the boys showed a lot of  
interest in knowing personal details and then they started  
talking about some activities held in the college.  I had little  
interest in those activities so I talked to another student  
sitting next to me as I was afraid that they would ask me  
questions on those activities.",-0.196875
7224,guilt,"My younger sister wanted to take classes to learn a musical  
instrument.  One Saturday morning my mother asked me to go with         
her for the registration.  I did not want to go  so I said that  
there might be many bad people at the club.  As a resullt my  
sister was scolded by my mother.",-0.04999999999999996
7225,joy,When I could study at university.,0.0
7226,fear,When I forgot the lines of the play during an orientation camp.,0.0
7227,anger,"Before the department meeting my friend ate a dish that I had  
prepared for this meeting.",0.0
7228,sadness,"I had a very short term romance during the summer vacations.  When  
we first met I felt excited but I wanted to avoid him after we had met  
a few times and so I proposed that we stay apart, I felt very  
sad then.",-0.045000000000000005
7229,disgust,"I felt disgusted on seeing my boyfriend after our separation.   
One day he was begging at the mass transit railway station and at  
that moment I hated him.",-0.95
7230,shame,Acting in a play at the orientation camp made me feel timid.,0.0
7231,guilt,I made my boyfriend so unhappy and depressed that I feel guilty.,-0.55
7232,joy,"My friend had organized a birthday party for me secretly, I was  
very happy not so much for the presents but because they seemed  
to care for me.",0.26666666666666666
7233,fear,"My 80 year old grandfather underwent three successive operations  
during a single year.  The third operation was risky and I was  
scared that he would die and feared that my grandmother would be  
very sad.",-0.15535714285714286
7234,anger,"My elder brother often criticizes my mother's cooking.  Once he  
did it very impolitely and lost his temper.  This made all of us  
very sad.  I was very angry and I scolded him.  He asked me not  
to interfere with what was his buisness.",-0.3666666666666667
7235,sadness,"When my grandfather died I was extremely sad.  However my family  
members did not have any special feelings, they said that he was  
already 80 years old.",-0.014285714285714282
7236,disgust,"I was an instructior in a youth organization.  Whenever we, the  
instructors would have a meeting the advisor would be present.   
He did not understand our worknig conditions but talked a lot  
and had a lot of outdated ideas.  Whenever we disagreed with him  
he was very discontent and said that we had a prejudice against  
him.  Why did he have to treat us as his subordinates ?",-0.0666666666666667
7237,shame,"When we received  our academic result I learnt that my  results  
were bad as I had not done my best.  The results of my  
accquaintances were good and when they asked me about my results  
I really did not want to answer.",0.24
7238,guilt,"When I was fighting with my elder brother I unintentionally hurt    
him in the eye with a wooden bar.  I felt guilty and feared that  
he would be blind, fortunately he recovered after 15 days.",-0.15
7239,joy,I finished my homework,0.0
7240,fear,"Fear of the turn that the examination paper would take as I  
lacked confidence.",0.0
7241,anger,"Mr C took my drawing pens, without having asked for my permission  
first, and lost them.  He did not tell me about it till I asked  
him and then did not try to find them.",0.25
7242,sadness,"When I learnt that I had to repeat the first year, I found the  
solution immediately but was blocked by many difficulties.",0.375
7243,disgust,"My girlfriend lost her temper without any reason and she did not  
consider or respect my feelings.",0.0
7244,shame,"After I had given the wrong answer to my students they pointed  
it out to me and I had to correct myself.",-0.5
7245,guilt,I prayed unfaithfully.,-0.6
7246,joy,"I am happpy when I get good results in the field of academics or  
athletics.  ",0.7
7247,fear,"One day a fierce looking man came to our house  and said that my  
father should apologize to him, however I was alone at home.",0.0
7248,anger,"My cassmate laughed at me when I was being scolded by the  
teacher.",0.7
7249,sadness,"I knew a girl so lovely that everyone would like her.  But she  
refused to accept my Christmas present and I tried to forget  
her.",0.25
7250,disgust,"I hate the behaviour of my so called friends, they use bad  
language, spit, boast and treat the youngsters badly.",-0.7333333333333333
7251,shame,"When I was young my mother told the neighbour that I had wet the  
bed.  I felt ashamed thinking that the neighbour's children would  
get to know about it.",0.0
7252,guilt,"One day while we were strolling along the road one of my  
friends suggested that we go and watch a blue film.  I was  
curious so I went along but I felt quite guilty later.",-0.15
7253,joy,"The day the results of the university entrance exam was  
published, I found my canditate number and I was very excited.",0.48750000000000004
7254,fear,"One night we were having a barbecue on the beach and I needed to  
go to my car, which was far away from the beach.  It was very  
dark as there were no street lamps.  I ran in the dark, very  
scared, I ran as fast as possible.",0.025833333333333337
7255,sadness,"I separated with the one I liked most.  She refused all my dates  
and told me that she had dated another one.  My heart seemed to  
cease beating.  I was silent for some time and then I whispered  
goodbye and left without turning back.",0.22000000000000003
7256,disgust,"When I was a teacher in an evening school, a girl raised a lot of  
questions and expressed her opinions.  She, very often, took a  
stand which was different from mine and she thought that it  
was better than mine.  Her opinions were helpful academically, but   
she did not take into consideration my position in public.  Also  
she seemed to be very talkative and so she disgusted me.",-0.01666666666666668
7257,shame,"I had lunch in a restaurant with a friend and I paid the bill.   
The change was that of a two dollar and a ten cent coin.  As I  
was talking with my friend I took the two dollar coin and forgot  
to leave a tip.",0.0
7258,guilt,"I was cold to my sister without meaning it, just because I was  
upset and frustated.",-0.6
7259,joy,When I learnt that I had been admitted to the university.,0.0
7260,fear,"After the interview for admission to the university and before  
the admission list was disclosed.  I was scared that I would not  
be admitted and my fear lasted for quite some time.  My fear  
disappeared only after the list was disclosed.",0.0
7261,anger,"When I was studying in the library - preparing for a test, two  
people sitting next to me talked to each other for 20 minutes.   
There were no other seats so I could not go elsewhere and I did    
not want to interrupt them, so I could only be angry in my heart.",-0.1125
7262,sadness,"I had been separated from my girlfriend for about a year.  On her  
birthday I put a present in her mailbox.  I had spent two days  
choosing a suitable present for her.  I waited for a few days and  
there was no reply from her; at last I received a thank-you card  
in my mailbox.  On the card there was only my name, the words thank-you   
and her signature.  I was very sad then.",-0.049999999999999996
7263,disgust,"When I was travelling to school by bus, I went past a place  
where a sewer had been repaired.  There was a bad strong smell  
which suffocated me and I wanted to leave the place immediately.",-0.1722222222222222
7264,shame,"I received the results of the test paper of my major subject and  
I found that my result was not as good as a classmate who had  
recently changed his major subject.    I felt very ashamed.",0.0988095238095238
7265,guilt,"I had promised myself that I would do one good deed every day.   
One night I saw a beggar whose muscles had been atrophyed.  I  
walked passed him thinking that he was feigning.  Later I  
realized that he had not been pretending and I had a feeling of  
guilt as I had not kept my promise.",0.35
7266,joy,"Talkiing about the past happy hours with two friends at night in  
a camp a few months ago.  We shared our feelings, notions and  
every hidden anxiety.  I thought that they cared for me and I  
was very happy and satified.",0.23666666666666666
7267,fear,"I remember that my form 2 teacher was very fierce and dogmatic.   
My feet would tremble whenever I saw her but I had to face the fact that  
I had to go for her class. ",0.2
7268,anger,"One night I could not practise my violin as my family was  
watching T.V with the lights off, so I wanted to listen to some  
tapes.  It was dark so I asked my brother to bring me a torch,  
however he scolded me.  I was so angry that I slammed my violin  
on the floor.",-0.325
7269,sadness,"My mother suffers from a mental illness.  One night she was not  
feeling well and was sent to the hospital.  I was scared that  
she would die, and all night I was very sad and did not dare to  
close my eyes.",-0.45
7270,disgust,"At the crowded conditions of living.  I always quarrel with my  
elder brother as he puts the T.V volume at a deafening level and  
I can not practise my piano lessons.  Thus I feel that my home is  
disgusting.",-1.0
7271,shame,"I lost my temper at my mother while she was teaching me.  I felt  
ashamed and sorry at having hurt my loving mother.",0.04999999999999999
7272,guilt,"I felt guilty at not having practised the piano.  I waste my  
teacher's time and guidance.",-0.35
7273,joy,"I watched a football match with my old friend.  The performance  
of the team was very good and the team members were full of  
spirit.  The match was excellent and every time a goal was scored  
I felt excited.",0.5469999999999999
7274,fear,"When I got the midterm exam results, the results were below  
average and were near the lowest.  I was scared of the final  
exam.",-0.016666666666666663
